,YYYYMMDDHH,average windspeed (m/s),windspeed previous 10 minuten (m/s),highest windspeed (m/s),temperature in degrees Celcius,global radiation (in J/m^2),duration of sunshine (h),cloud cover (-),relative humidity (in percentages),air pressure (Pa),yield solar panel (kWh)
0,2024-01-01 01:00:00,120,120,180,75,0.0,0.0,,91,9951,0.0
1,2024-01-01 02:00:00,90,100,150,74,0.0,0.0,,91,9958,0.0
2,2024-01-01 03:00:00,100,110,160,92,0.0,0.0,,79,9959,0.0
3,2024-01-01 04:00:00,110,110,190,91,0.0,0.0,,80,9966,0.0
4,2024-01-01 05:00:00,100,100,150,95,0.0,0.0,,76,9973,0.0
5,2024-01-01 06:00:00,120,120,170,92,0.0,0.0,,73,9978,0.0
6,2024-01-01 07:00:00,130,120,180,91,0.0,0.0,,74,9989,0.0
7,2024-01-01 08:00:00,130,130,180,92,0.0,0.0,,73,10001,0.0
8,2024-01-01 09:00:00,130,140,190,90,30000.0,0.0,,74,10012,0.011004349927639972
9,2024-01-01 10:00:00,130,110,190,93,190000.0,0.0,,74,10022,0.044928721503934524
10,2024-01-01 11:00:00,120,120,170,93,480000.0,0.7000000000000001,,73,10026,0.08996123934331506
11,2024-01-01 12:00:00,120,120,190,89,270000.0,0.0,,74,10032,0.04235870637013028
12,2024-01-01 13:00:00,120,120,160,90,510000.0,0.30000000000000004,,71,10035,0.06598407506030306
13,2024-01-01 14:00:00,110,110,160,91,330000.0,0.30000000000000004,,70,10040,0.02985320364291057
14,2024-01-01 15:00:00,100,80,160,86,140000.0,0.30000000000000004,,72,10044,0.0026426570684138393
15,2024-01-01 16:00:00,80,80,120,86,20000.0,0.0,,69,10047,0.0022666564321664525
16,2024-01-01 17:00:00,70,70,110,83,0.0,0.0,,71,10047,0.0
17,2024-01-01 18:00:00,60,80,110,77,0.0,0.0,,84,10045,0.0
18,2024-01-01 19:00:00,80,80,110,78,0.0,0.0,,78,10041,0.0
19,2024-01-01 20:00:00,80,80,130,77,0.0,0.0,,78,10032,0.0
20,2024-01-01 21:00:00,70,80,110,72,0.0,0.0,,84,10023,0.0
21,2024-01-01 22:00:00,90,100,130,72,0.0,0.0,,91,10007,0.0
22,2024-01-01 23:00:00,110,120,140,73,0.0,0.0,,93,9988,0.0
23,2024-01-02 00:00:00,110,120,150,76,0.0,0.0,,94,9967,0.0
24,2024-01-02 01:00:00,130,130,180,79,0.0,0.0,,94,9943,0.0
25,2024-01-02 02:00:00,130,130,170,81,0.0,0.0,,94,9919,0.0
26,2024-01-02 03:00:00,120,110,160,85,0.0,0.0,,96,9902,0.0
27,2024-01-02 04:00:00,110,110,150,97,0.0,0.0,,96,9896,0.0
28,2024-01-02 05:00:00,110,130,180,111,0.0,0.0,,96,9898,0.0
29,2024-01-02 06:00:00,130,120,180,114,0.0,0.0,,92,9906,0.0
30,2024-01-02 07:00:00,110,110,160,110,0.0,0.0,,93,9912,0.0
31,2024-01-02 08:00:00,110,90,150,111,0.0,0.0,,91,9917,0.0
32,2024-01-02 09:00:00,90,90,140,111,60000.0,0.0,,93,9912,0.021953765865442225
33,2024-01-02 10:00:00,90,90,140,117,170000.0,0.0,,89,9910,0.04014482189022344
34,2024-01-02 11:00:00,70,90,130,116,80000.0,0.0,,93,9899,0.014980415786883496
35,2024-01-02 12:00:00,90,80,120,113,80000.0,0.0,,95,9884,0.012545351630572224
36,2024-01-02 13:00:00,90,100,130,109,90000.0,0.0,,96,9862,0.01165037142516287
37,2024-01-02 14:00:00,100,100,140,115,60000.0,0.0,,95,9848,0.005457497440453283
38,2024-01-02 15:00:00,100,120,150,115,20000.0,0.0,,95,9826,0.0003775224383448342
39,2024-01-02 16:00:00,130,130,170,116,10000.0,0.0,,94,9815,0.0011333282160832263
40,2024-01-02 17:00:00,140,160,240,124,0.0,0.0,,84,9806,0.0
41,2024-01-02 18:00:00,170,170,270,117,0.0,0.0,,77,9805,0.0
42,2024-01-02 19:00:00,170,180,270,114,0.0,0.0,,78,9802,0.0
43,2024-01-02 20:00:00,180,180,280,114,0.0,0.0,,78,9810,0.0
44,2024-01-02 21:00:00,180,150,260,109,0.0,0.0,,80,9820,0.0
45,2024-01-02 22:00:00,180,210,260,101,0.0,0.0,,80,9834,0.0
46,2024-01-02 23:00:00,160,160,240,96,0.0,0.0,,90,9845,0.0
47,2024-01-03 00:00:00,170,170,250,107,0.0,0.0,,78,9858,0.0
48,2024-01-03 01:00:00,160,150,240,108,0.0,0.0,,77,9867,0.0
49,2024-01-03 02:00:00,150,140,220,106,0.0,0.0,,77,9875,0.0
50,2024-01-03 03:00:00,130,130,200,107,0.0,0.0,,77,9878,0.0
51,2024-01-03 04:00:00,120,110,170,105,0.0,0.0,,81,9879,0.0
52,2024-01-03 05:00:00,110,100,170,103,0.0,0.0,,86,9881,0.0
53,2024-01-03 06:00:00,120,120,160,99,0.0,0.0,,88,9882,0.0
54,2024-01-03 07:00:00,110,120,160,100,0.0,0.0,,86,9886,0.0
55,2024-01-03 08:00:00,110,100,170,104,0.0,0.0,,83,9891,0.0
56,2024-01-03 09:00:00,100,100,150,99,50000.0,0.0,,87,9895,0.01823562417267862
57,2024-01-03 10:00:00,100,100,150,104,210000.0,0.0,,82,9899,0.04950659733718598
58,2024-01-03 11:00:00,100,100,140,107,360000.0,0.2,,79,9902,0.0673381196767801
59,2024-01-03 12:00:00,90,70,150,105,380000.0,0.0,,84,9899,0.05955497442266363
60,2024-01-03 13:00:00,90,90,130,107,330000.0,0.0,,83,9893,0.04273459163153347
61,2024-01-03 14:00:00,80,100,150,96,160000.0,0.0,,87,9890,0.014630656881334986
62,2024-01-03 15:00:00,90,90,140,99,100000.0,0.2,,86,9887,0.0018876121917241711
63,2024-01-03 16:00:00,90,90,160,92,30000.0,0.0,,88,9887,0.0033999846482496788
64,2024-01-03 17:00:00,80,70,130,83,0.0,0.0,,90,9889,0.0
65,2024-01-03 18:00:00,70,110,140,95,0.0,0.0,,89,9895,0.0
66,2024-01-03 19:00:00,90,100,160,92,0.0,0.0,,88,9900,0.0
67,2024-01-03 20:00:00,90,80,160,84,0.0,0.0,,94,9910,0.0
68,2024-01-03 21:00:00,100,110,130,89,0.0,0.0,,91,9919,0.0
69,2024-01-03 22:00:00,110,120,170,83,0.0,0.0,,93,9930,0.0
70,2024-01-03 23:00:00,100,100,140,85,0.0,0.0,,91,9944,0.0
71,2024-01-04 00:00:00,90,90,120,89,0.0,0.0,,89,9956,0.0
72,2024-01-04 01:00:00,100,100,130,90,0.0,0.0,,89,9964,0.0
73,2024-01-04 02:00:00,90,90,150,90,0.0,0.0,,91,9974,0.0
74,2024-01-04 03:00:00,90,90,120,89,0.0,0.0,,90,9982,0.0
75,2024-01-04 04:00:00,90,80,120,89,0.0,0.0,,90,9989,0.0
76,2024-01-04 05:00:00,80,90,120,90,0.0,0.0,,89,9995,0.0
77,2024-01-04 06:00:00,90,80,120,88,0.0,0.0,,90,10002,0.0
78,2024-01-04 07:00:00,90,110,150,85,0.0,0.0,,87,10010,0.0
79,2024-01-04 08:00:00,70,80,110,88,0.0,0.0,,91,10017,0.0
80,2024-01-04 09:00:00,80,70,110,92,90000.0,0.2,,90,10020,0.03269418774222514
81,2024-01-04 10:00:00,80,80,110,90,280000.0,0.30000000000000004,,91,10028,0.06587499572930867
82,2024-01-04 11:00:00,70,60,90,93,340000.0,0.0,,88,10030,0.06351388483891277
83,2024-01-04 12:00:00,60,80,110,78,170000.0,0.0,,88,10031,0.026622817303161177
84,2024-01-04 13:00:00,60,70,100,89,410000.0,0.2,,86,10031,0.05310784589588881
85,2024-01-04 14:00:00,60,50,90,89,270000.0,0.2,,84,10030,0.024816574084359496
86,2024-01-04 15:00:00,50,40,80,85,200000.0,1.0,,85,10031,0.0037752243834483423
87,2024-01-04 16:00:00,40,40,70,80,40000.0,0.0,,87,10029,0.004533312864332905
88,2024-01-04 17:00:00,40,40,60,80,0.0,0.0,,85,10028,0.0
89,2024-01-04 18:00:00,50,50,60,82,0.0,0.0,,85,10026,0.0
90,2024-01-04 19:00:00,60,60,90,82,0.0,0.0,,86,10018,0.0
91,2024-01-04 20:00:00,60,60,80,82,0.0,0.0,,90,10011,0.0
92,2024-01-04 21:00:00,80,70,100,77,0.0,0.0,,94,9999,0.0
93,2024-01-04 22:00:00,80,90,120,79,0.0,0.0,,94,9987,0.0
94,2024-01-04 23:00:00,90,90,120,83,0.0,0.0,,93,9978,0.0
95,2024-01-05 00:00:00,90,80,110,86,0.0,0.0,,92,9968,0.0
96,2024-01-05 01:00:00,80,80,110,91,0.0,0.0,,90,9959,0.0
97,2024-01-05 02:00:00,80,80,110,94,0.0,0.0,,87,9950,0.0
98,2024-01-05 03:00:00,80,90,110,93,0.0,0.0,,86,9941,0.0
99,2024-01-05 04:00:00,100,100,140,93,0.0,0.0,,81,9932,0.0
100,2024-01-05 05:00:00,100,100,150,87,0.0,0.0,,77,9926,0.0
101,2024-01-05 06:00:00,100,110,140,78,0.0,0.0,,78,9924,0.0
102,2024-01-05 07:00:00,100,90,140,68,0.0,0.0,,90,9920,0.0
103,2024-01-05 08:00:00,90,80,120,65,0.0,0.0,,94,9915,0.0
104,2024-01-05 09:00:00,100,100,140,75,20000.0,0.0,,94,9908,0.0072314888300332725
105,2024-01-05 10:00:00,90,70,140,87,60000.0,0.0,,95,9908,0.014082872396969202
106,2024-01-05 11:00:00,100,90,120,75,110000.0,0.0,,95,9930,0.02051740240256027
107,2024-01-05 12:00:00,90,90,110,76,140000.0,0.0,,89,9943,0.021904551510774473
108,2024-01-05 13:00:00,80,80,100,79,130000.0,0.0,,87,9951,0.016841051544199875
109,2024-01-05 14:00:00,70,70,90,86,350000.0,0.30000000000000004,,82,9961,0.032330314988900204
110,2024-01-05 15:00:00,60,50,80,82,120000.0,0.2,,84,9972,0.0022651346300690055
111,2024-01-05 16:00:00,50,40,60,84,10000.0,0.0,,85,9980,0.0011333282160832263
112,2024-01-05 17:00:00,50,60,80,79,0.0,0.0,,92,9990,0.0
113,2024-01-05 18:00:00,80,80,100,80,0.0,0.0,,87,9999,0.0
114,2024-01-05 19:00:00,70,70,100,81,0.0,0.0,,84,10007,0.0
115,2024-01-05 20:00:00,70,90,100,82,0.0,0.0,,86,10014,0.0
116,2024-01-05 21:00:00,80,70,110,73,0.0,0.0,,90,10022,0.0
117,2024-01-05 22:00:00,70,80,90,75,0.0,0.0,,83,10030,0.0
118,2024-01-05 23:00:00,80,80,100,69,0.0,0.0,,86,10037,0.0
119,2024-01-06 00:00:00,80,80,110,66,0.0,0.0,,87,10044,0.0
120,2024-01-06 01:00:00,80,80,100,64,0.0,0.0,,85,10049,0.0
121,2024-01-06 02:00:00,90,90,120,61,0.0,0.0,,86,10058,0.0
122,2024-01-06 03:00:00,90,90,110,58,0.0,0.0,,86,10066,0.0
123,2024-01-06 04:00:00,90,90,110,56,0.0,0.0,,88,10071,0.0
124,2024-01-06 05:00:00,100,100,120,55,0.0,0.0,,89,10078,0.0
125,2024-01-06 06:00:00,100,100,130,54,0.0,0.0,,84,10084,0.0
126,2024-01-06 07:00:00,100,100,130,51,0.0,0.0,,83,10094,0.0
127,2024-01-06 08:00:00,100,100,140,50,0.0,0.0,,83,10104,0.0
128,2024-01-06 09:00:00,100,100,120,49,10000.0,0.0,,82,10113,0.0035964053367793826
129,2024-01-06 10:00:00,100,100,120,51,110000.0,0.0,,79,10122,0.02574969916052794
130,2024-01-06 11:00:00,100,90,130,54,90000.0,0.0,,76,10127,0.016758030659292364
131,2024-01-06 12:00:00,100,90,120,52,140000.0,0.0,,77,10132,0.0218810365494118
132,2024-01-06 13:00:00,100,120,130,50,180000.0,0.0,,79,10132,0.023318053219429907
133,2024-01-06 14:00:00,100,100,130,50,210000.0,0.0,,82,10137,0.019491805599777406
134,2024-01-06 15:00:00,110,110,150,48,110000.0,0.0,,84,10145,0.0020763734108965883
135,2024-01-06 16:00:00,110,120,140,46,20000.0,0.0,,79,10151,0.0022666564321664525
136,2024-01-06 17:00:00,100,90,140,46,0.0,0.0,,80,10156,0.0
137,2024-01-06 18:00:00,100,90,140,41,0.0,0.0,,81,10162,0.0
138,2024-01-06 19:00:00,80,80,120,33,0.0,0.0,,81,10165,0.0
139,2024-01-06 20:00:00,90,100,120,39,0.0,0.0,,78,10170,0.0
140,2024-01-06 21:00:00,100,110,130,40,0.0,0.0,,77,10172,0.0
141,2024-01-06 22:00:00,90,110,140,32,0.0,0.0,,78,10176,0.0
142,2024-01-06 23:00:00,110,110,130,32,0.0,0.0,,76,10180,0.0
143,2024-01-07 00:00:00,120,110,150,17,0.0,0.0,,78,10185,0.0
144,2024-01-07 01:00:00,100,80,150,14,0.0,0.0,,80,10189,0.0
145,2024-01-07 02:00:00,90,90,120,12,0.0,0.0,,80,10194,0.0
146,2024-01-07 03:00:00,100,100,120,12,0.0,0.0,,81,10198,0.0
147,2024-01-07 04:00:00,110,100,130,12,0.0,0.0,,82,10203,0.0
148,2024-01-07 05:00:00,110,100,130,13,0.0,0.0,,81,10209,0.0
149,2024-01-07 06:00:00,90,90,140,13,0.0,0.0,,81,10216,0.0
150,2024-01-07 07:00:00,80,60,130,12,0.0,0.0,,82,10225,0.0
151,2024-01-07 08:00:00,90,100,120,11,0.0,0.0,,82,10232,0.0
152,2024-01-07 09:00:00,90,90,120,12,30000.0,0.0,,80,10240,0.010724378616925252
153,2024-01-07 10:00:00,80,90,110,12,130000.0,0.0,,78,10248,0.03034087802634785
154,2024-01-07 11:00:00,100,90,130,3,230000.0,0.0,,73,10253,0.042743720942224374
155,2024-01-07 12:00:00,90,90,120,13,530000.0,0.30000000000000004,,71,10256,0.08273387462429384
156,2024-01-07 13:00:00,90,100,120,18,810000.0,1.0,,69,10256,0.10491627518664133
157,2024-01-07 14:00:00,100,100,130,12,660000.0,1.0,,67,10263,0.06154497170098102
158,2024-01-07 15:00:00,100,90,130,6,360000.0,1.0,,67,10272,0.006795403890207016
159,2024-01-07 16:00:00,90,90,120,0,70000.0,0.2,,68,10280,0.007933297512582585
160,2024-01-07 17:00:00,80,80,110,-3,0.0,0.0,,70,10288,0.0
161,2024-01-07 18:00:00,80,70,100,-5,0.0,0.0,,71,10295,0.0
162,2024-01-07 19:00:00,60,70,90,-9,0.0,0.0,,76,10301,0.0
163,2024-01-07 20:00:00,60,70,80,-13,0.0,0.0,,81,10307,0.0
164,2024-01-07 21:00:00,80,80,100,-12,0.0,0.0,,82,10308,0.0
165,2024-01-07 22:00:00,90,80,110,-6,0.0,0.0,,78,10309,0.0
166,2024-01-07 23:00:00,80,80,100,-8,0.0,0.0,,81,10312,0.0
167,2024-01-08 00:00:00,80,70,110,-13,0.0,0.0,,84,10313,0.0
168,2024-01-08 01:00:00,50,50,90,-22,0.0,0.0,,86,10313,0.0
169,2024-01-08 02:00:00,60,70,80,-12,0.0,0.0,,76,10316,0.0
170,2024-01-08 03:00:00,80,80,110,-12,0.0,0.0,,69,10319,0.0
171,2024-01-08 04:00:00,90,90,120,-13,0.0,0.0,,69,10320,0.0
172,2024-01-08 05:00:00,80,70,110,-22,0.0,0.0,,72,10322,0.0
173,2024-01-08 06:00:00,70,70,90,-24,0.0,0.0,,76,10321,0.0
174,2024-01-08 07:00:00,80,80,100,-14,0.0,0.0,,77,10320,0.0
175,2024-01-08 08:00:00,90,90,120,-8,0.0,0.0,,69,10323,0.0
176,2024-01-08 09:00:00,80,80,110,-6,70000.0,0.0,,70,10323,0.02485728330563954
177,2024-01-08 10:00:00,100,100,140,-3,170000.0,0.0,,63,10331,0.03954658508819083
178,2024-01-08 11:00:00,110,110,140,-4,360000.0,0.0,,63,10328,0.06676161206113415
179,2024-01-08 12:00:00,110,110,150,-7,290000.0,0.0,,69,10326,0.04520736439529503
180,2024-01-08 13:00:00,90,100,130,-1,340000.0,0.0,,64,10320,0.044027120522966944
181,2024-01-08 14:00:00,110,110,160,0,400000.0,0.5,,64,10316,0.037466906612986246
182,2024-01-08 15:00:00,110,120,150,-5,210000.0,0.7000000000000001,,64,10317,0.00396398560262076
183,2024-01-08 16:00:00,110,100,150,-7,30000.0,0.0,,60,10319,0.0033999846482496788
184,2024-01-08 17:00:00,100,100,140,-11,0.0,0.0,,61,10323,0.0
185,2024-01-08 18:00:00,100,100,140,-14,0.0,0.0,,63,10329,0.0
186,2024-01-08 19:00:00,110,110,150,-15,0.0,0.0,,63,10332,0.0
187,2024-01-08 20:00:00,100,100,150,-17,0.0,0.0,,64,10333,0.0
188,2024-01-08 21:00:00,100,90,150,-20,0.0,0.0,,66,10334,0.0
189,2024-01-08 22:00:00,90,90,120,-23,0.0,0.0,,66,10334,0.0
190,2024-01-08 23:00:00,90,90,130,-25,0.0,0.0,,69,10337,0.0
191,2024-01-09 00:00:00,90,90,120,-26,0.0,0.0,,69,10338,0.0
192,2024-01-09 01:00:00,90,80,120,-30,0.0,0.0,,69,10336,0.0
193,2024-01-09 02:00:00,90,90,130,-32,0.0,0.0,,70,10337,0.0
194,2024-01-09 03:00:00,80,80,120,-35,0.0,0.0,,70,10333,0.0
195,2024-01-09 04:00:00,80,90,110,-36,0.0,0.0,,70,10331,0.0
196,2024-01-09 05:00:00,80,80,120,-38,0.0,0.0,,72,10329,0.0
197,2024-01-09 06:00:00,80,90,110,-41,0.0,0.0,,72,10330,0.0
198,2024-01-09 07:00:00,90,80,120,-42,0.0,0.0,,71,10334,0.0
199,2024-01-09 08:00:00,90,90,120,-44,0.0,0.0,,69,10339,0.0
200,2024-01-09 09:00:00,90,80,120,-39,170000.0,0.7000000000000001,,64,10342,0.05992993758164041
201,2024-01-09 10:00:00,90,90,120,-30,510000.0,1.0,,57,10344,0.11821698827201077
202,2024-01-09 11:00:00,80,80,130,-18,800000.0,1.0,,50,10338,0.14801736059008444
203,2024-01-09 12:00:00,80,90,120,-5,940000.0,1.0,,43,10333,0.14631230314773977
204,2024-01-09 13:00:00,80,80,110,5,920000.0,1.0,,39,10327,0.11908569582748386
205,2024-01-09 14:00:00,90,90,120,1,730000.0,1.0,,40,10323,0.06867078685514148
206,2024-01-09 15:00:00,90,90,120,-2,420000.0,1.0,,41,10321,0.00792797120524152
207,2024-01-09 16:00:00,100,100,130,-10,90000.0,0.2,,45,10321,0.010199953944749037
208,2024-01-09 17:00:00,100,100,150,-15,0.0,0.0,,47,10321,0.0
209,2024-01-09 18:00:00,100,100,130,-18,0.0,0.0,,49,10321,0.0
210,2024-01-09 19:00:00,100,90,130,-19,0.0,0.0,,48,10322,0.0
211,2024-01-09 20:00:00,70,60,120,-23,0.0,0.0,,50,10320,0.0
212,2024-01-09 21:00:00,70,80,110,-23,0.0,0.0,,49,10321,0.0
213,2024-01-09 22:00:00,70,70,100,-25,0.0,0.0,,49,10320,0.0
214,2024-01-09 23:00:00,70,70,100,-29,0.0,0.0,,53,10320,0.0
215,2024-01-10 00:00:00,80,80,90,-35,0.0,0.0,,61,10317,0.0
216,2024-01-10 01:00:00,70,70,90,-35,0.0,0.0,,65,10313,0.0
217,2024-01-10 02:00:00,70,70,90,-38,0.0,0.0,,67,10312,0.0
218,2024-01-10 03:00:00,70,70,90,-37,0.0,0.0,,66,10308,0.0
219,2024-01-10 04:00:00,80,80,100,-40,0.0,0.0,,69,10305,0.0
220,2024-01-10 05:00:00,70,70,90,-42,0.0,0.0,,68,10303,0.0
221,2024-01-10 06:00:00,60,60,80,-43,0.0,0.0,,68,10302,0.0
222,2024-01-10 07:00:00,60,70,90,-42,0.0,0.0,,66,10302,0.0
223,2024-01-10 08:00:00,60,50,80,-43,0.0,0.0,,67,10302,0.0
224,2024-01-10 09:00:00,60,70,100,-34,170000.0,0.7000000000000001,,60,10301,0.05946076106481027
225,2024-01-10 10:00:00,60,70,90,-20,520000.0,1.0,,53,10302,0.12007200431809716
226,2024-01-10 11:00:00,60,60,90,-9,790000.0,1.0,,44,10299,0.1458040216526082
227,2024-01-10 12:00:00,70,60,90,-1,910000.0,1.0,,43,10298,0.14140879732973516
228,2024-01-10 13:00:00,60,70,90,5,880000.0,1.0,,42,10295,0.11385005290237203
229,2024-01-10 14:00:00,60,60,80,10,680000.0,1.0,,41,10292,0.06423040419427868
230,2024-01-10 15:00:00,60,60,80,2,380000.0,1.0,,47,10293,0.00717292632855185
231,2024-01-10 16:00:00,60,60,80,-6,70000.0,0.2,,52,10295,0.007933297512582585
232,2024-01-10 17:00:00,60,60,70,-12,0.0,0.0,,55,10299,0.0
233,2024-01-10 18:00:00,50,50,70,-15,0.0,0.0,,57,10307,0.0
234,2024-01-10 19:00:00,40,40,70,-17,0.0,0.0,,57,10311,0.0
235,2024-01-10 20:00:00,40,40,60,-22,0.0,0.0,,58,10314,0.0
236,2024-01-10 21:00:00,40,40,60,-24,0.0,0.0,,59,10319,0.0
237,2024-01-10 22:00:00,40,40,50,-26,0.0,0.0,,60,10324,0.0
238,2024-01-10 23:00:00,50,50,70,-28,0.0,0.0,,62,10326,0.0
239,2024-01-11 00:00:00,50,40,60,-31,0.0,0.0,,64,10329,0.0
240,2024-01-11 01:00:00,40,40,60,-33,0.0,0.0,,66,10330,0.0
241,2024-01-11 02:00:00,40,30,60,-33,0.0,0.0,,67,10334,0.0
242,2024-01-11 03:00:00,30,30,50,-38,0.0,0.0,,70,10336,0.0
243,2024-01-11 04:00:00,30,40,50,-43,0.0,0.0,,74,10336,0.0
244,2024-01-11 05:00:00,30,40,60,-54,0.0,0.0,,78,10342,0.0
245,2024-01-11 06:00:00,50,40,70,-50,0.0,0.0,,84,10344,0.0
246,2024-01-11 07:00:00,40,50,60,-44,0.0,0.0,,87,10349,0.0
